url,latitude,longitude,rating_1,rating_2,rating_3,rating_4,rating_5
https://www.tripadvisor.com/Attraction_Review-g294265-d2049172-Reviews-Geylang_Serai-Singapore.html,1.31102,103.89784,1,3,36,55,32
https://www.tripadvisor.com/Attraction_Review-g294265-d317414-Reviews-Central_Business_District-Singapore.html,1.27804,103.84933,3,2,35,54,34
https://www.tripadvisor.com/Attraction_Review-g294265-d591431-Reviews-Anderson_Bridge-Singapore.html,1.287299,103.85298,0,3,48,56,20
https://www.tripadvisor.com/Attraction_Review-g294265-d8072555-Reviews-Indian_Heritage_Centre-Singapore.html,1.285801,103.85111,2,1,18,53,50
https://www.tripadvisor.com/Attraction_Review-g294265-d591382-Reviews-Pasir_Ris_Town_Park-Singapore.html,1.384,103.94567,1,2,22,57,43
https://www.tripadvisor.com/Attraction_Review-g294265-d2258396-Reviews-Jurong_East_Swimming_Complex-Singapore.html,1.346569,103.72895,2,5,14,43,57
https://www.tripadvisor.com/Attraction_Review-g294265-d6981762-Reviews-Jurong_Point_Shopping_Mall-Singapore.html,1.340236,103.70593,2,3,16,62,38
https://www.tripadvisor.com/Attraction_Review-g294265-d8574463-Reviews-Tangs_Plaza-Singapore.html,NA,NA,3,2,23,61,29
https://www.tripadvisor.com/Attraction_Review-g294265-d1857193-Reviews-NUS_Baba_House-Singapore.html,1.27706,103.83733,0,1,7,30,77
https://www.tripadvisor.com/Attraction_Review-g294265-d324542-Reviews-Singapore_Zoo-Singapore.html,1.285801,103.85111,171,300,1467,6059,14220
https://www.tripadvisor.com/Attraction_Review-g294265-d591191-Reviews-UOB-Singapore.html,1.285427,103.85069,2,2,22,49,40
https://www.tripadvisor.com/Attraction_Review-g294265-d9990227-Reviews-Bugis-Singapore.html,NA,NA,0,4,33,63,13
https://www.tripadvisor.com/Attraction_Review-g294265-d317421-Reviews-City_Hall_Building-Singapore.html,1.293359,103.85181,0,1,25,55,31
https://www.tripadvisor.com/Attraction_Review-g294265-d310895-Reviews-Armenian_Church-Singapore.html,1.285801,103.85111,0,3,20,48,40
https://www.tripadvisor.com/Attraction_Review-g294265-d2344433-Reviews-St_John_s_Island-Singapore.html,1.36863,103.97692,7,3,19,56,26
https://www.tripadvisor.com/Attraction_Review-g294265-d4520855-Reviews-PasarBella_A_Farmers_Market-Singapore.html,1.338722,103.79311,5,8,19,44,32
https://www.tripadvisor.com/Attraction_Review-g294265-d317464-Reviews-Raffles_Landing_Site-Singapore.html,1.286127,103.85241,0,1,51,35,17
https://www.tripadvisor.com/Attraction_Review-g294265-d317438-Reviews-Kusu_Island-Singapore.html,1.2237,103.85889,2,7,26,39,30
https://www.tripadvisor.com/Attraction_Review-g294265-d317432-Reviews-Geylang_Serai_New_Market-Singapore.html,1.31674,103.89826,1,4,19,59,21
https://www.tripadvisor.com/Attraction_Review-g294265-d591532-Reviews-Central_Fire_Station-Singapore.html,1.285801,103.85111,1,0,18,48,38
https://www.tripadvisor.com/Attraction_Review-g294265-d310900-Reviews-Singapore_Botanic_Gardens-Singapore.html,1.285801,103.85111,34,64,818,4837,13890
https://www.tripadvisor.com/Attraction_Review-g294265-d386876-Reviews-Kong_Meng_San_Phor_Kark_See_Temple-Singapore.html,1.36142,103.83569,0,0,3,35,63
https://www.tripadvisor.com/Attraction_Review-g294265-d2344138-Reviews-Joo_Chiat_Katong-Singapore.html,1.310199,103.90249,0,1,13,50,36
https://www.tripadvisor.com/Attraction_Review-g294265-d2371793-Reviews-Tiong_Bahru_Estate-Singapore.html,1.28081,103.82282,1,3,10,51,34
https://www.tripadvisor.com/Attraction_Review-g294265-d4355205-Reviews-Nex-Singapore.html,1.350603,103.872444,6,2,22,41,26
https://www.tripadvisor.com/Attraction_Review-g294265-d1888871-Reviews-Sri_Krishnan_Temple-Singapore.html,1.30063,103.85254,0,1,17,48,31
https://www.tripadvisor.com/Attraction_Review-g294265-d446443-Reviews-Victoria_Theatre_Victoria_Concert_Hall-Singapore.html,1.28818,103.85152,0,0,14,51,33
https://www.tripadvisor.com/Attraction_Review-g294265-d446430-Reviews-Istana-Singapore.html,1.29965,103.84376,1,0,22,45,29
https://www.tripadvisor.com/Attraction_Review-g294265-d7221059-Reviews-Faber_Peak-Singapore.html,1.280095,103.85095,1,2,14,46,33
https://www.tripadvisor.com/Attraction_Review-g294265-d1138048-Reviews-The_Live_Turtle_and_Tortoise_Museum-Singapore.html,1.413953,103.82936,24,6,18,27,21
https://www.tripadvisor.com/Attraction_Review-g294265-d379355-Reviews-Jamae_Mosque-Singapore.html,1.2832,103.84536,0,1,41,37,16
https://www.tripadvisor.com/Attraction_Review-g294265-d3459631-Reviews-Night_Safari_Wallaby_Trail-Singapore.html,1.402372,103.7882,4,8,10,34,39
https://www.tripadvisor.com/Attraction_Review-g294265-d2341762-Reviews-People_of_the_River-Singapore.html,1.28562,103.84395,0,0,22,51,19
https://www.tripadvisor.com/Attraction_Review-g294265-d8399607-Reviews-Pagoda_Street-Singapore.html,1.283711,103.843864,1,0,20,47,23
https://www.tripadvisor.com/Attraction_Review-g294265-d2403126-Reviews-Reflections_at_Bukit_Chandu-Singapore.html,1.279337,103.794106,0,2,4,42,41
https://www.tripadvisor.com/Attraction_Review-g294265-d4355521-Reviews-Jacob_Ballas_Children_s_Garden-Singapore.html,1.285801,103.85111,2,0,8,33,46
https://www.tripadvisor.com/Attraction_Review-g294265-d3915753-Reviews-Tanjong_Pagar-Singapore.html,1.27861,103.84378,1,0,22,36,27
https://www.tripadvisor.com/Attraction_Review-g294265-d8565683-Reviews-Orchard_Gateway-Singapore.html,1.300635,103.83887,1,4,30,42,7
https://www.tripadvisor.com/Attraction_Review-g294265-d338367-Reviews-Sun_Yat_Sen_Nanyang_Memorial_Hall-Singapore.html,1.32808,103.84707,0,0,12,34,36
https://www.tripadvisor.com/Attraction_Review-g294265-d446421-Reviews-Singapore_Discovery_Centre-Singapore.html,1.332527,103.67871,6,10,21,28,15
https://www.tripadvisor.com/Attraction_Review-g294265-d2587912-Reviews-West_Coast_Park-Singapore.html,1.28281,103.78021,0,1,8,41,30
https://www.tripadvisor.com/Attraction_Review-g294265-d317466-Reviews-Sago_Street_Street_Of_The_Dead-Singapore.html,1.28172,103.84421,1,4,28,38,8
https://www.tripadvisor.com/Attraction_Review-g294265-d678639-Reviews-Singapore_Flyer-Singapore.html,1.289469,103.8631,131,273,1955,5743,9202
https://www.tripadvisor.com/Attraction_Review-g294265-d8399830-Reviews-Raffles_Place_Skyscraper_Buildings-Singapore.html,NA,NA,0,0,12,39,27
https://www.tripadvisor.com/Attraction_Review-g294265-d1516752-Reviews-Tekka_Temporary_Market-Singapore.html,1.285801,103.85111,3,1,21,33,19
https://www.tripadvisor.com/Attraction_Review-g294265-d11843969-Reviews-Jubilee_Bridge-Singapore.html,1.287953,103.85437,0,0,14,47,16
https://www.tripadvisor.com/Attraction_Review-g294265-d2139485-Reviews-The_Centrepoint-Singapore.html,NA,NA,3,3,26,33,11
https://www.tripadvisor.com/Attraction_Review-g294265-d1516755-Reviews-Boon_Tat_St-Singapore.html,1.285801,103.85111,0,8,16,25,28
https://www.tripadvisor.com/Attraction_Review-g294265-d2338946-Reviews-Tanglin_Mall_Bazaar-Singapore.html,1.285801,103.85111,1,3,18,43,11
